moix	4
com	3
casa	3
cal	3
llur	2
només	2
abans	2
dona	2
bruc	2
puig	2
ribera	2
caliu	2
el	2
plànol	1
Son	1
molt més	1
ca	1
va	1
creixen	1
real	1
cedir	1
Sóller	1
guaita	1
iaia	1
assignatura	1
amistat	1
calces	1
solt	1
estam	1
Puig	1
llegir	1
Carrier	1
gran	1
escudella	1
llatí	1
fos	1
alliberar	1
Roger	1
grana	1
gairebé	1
sentència	1
garrova	1
fuster	1
safareig	1
pilota	1
catena	1
treure	1
rellevant	1
seu	1
nos	1
finestró	1
segle	1
sostremort	1
anar	1
auto	1
pinxo	1
coll	1
planetari	1
de	1
meva	1
vostè	1
potser	1
tens	1
segur	1
serral	1
desig	1
apostatar	1
capteniment	1
sense	1
donzella	1
llera	1
gola	1
cabirol	1
pujol	1
pineda	1
bolet	1
partida	1
paral·lelament	1
sonso	1
assolir	1
malalt	1
malaltís	1
vella	1
sortida	1
pensar	1
api	1
Coll	1
Foix	1
ronyonera	1
conducta	1
venda	1
confraria	1
lledoner	1
Prats	1
consumir	1
Ballester	1
fa	1
als	1
gallineta	1
torrent	1
daina	1
entrebanc	1
blanc	1
sa	1
sidra	1
goig	1
tou	1
joc	1
raval	1
territori	1
illa	1
sorell	1
foscor	1
darrer	1
creuer	1
gepa	1
mòrula	1
ranura	1
invent	1
enfilar	1
mai	1
et	1
entrega	1
quota	1
agar	1
ma	1
eixerit	1
fred	1
festuc	1
xop	1
mateix	1
abraçada	1
brandi	1
campana	1
edifici	1
natació	1
coneixement	1
feina	1
Pere	1
manyà	1
fatxa	1
dedicar-se	1
càstig	1
passeig	1
maig	1
lluir	1
àvia	1
Maria	1
germana	1
ecòleg	1
psicòleg	1
russa	1
pupil·la	1
amiga	1
jueva	1
metgessa	1
comtessa	1
baronessa	1
tsarina	1
heroïna	1
actriu	1
col·lega	1
estudiant	1
gegant	1
protestant	1
representant	1
comerciant	1
estudianta	1
viatjant	1
regent	1
corresponsal	1
estrella	1
geni	1
celebritat	1
ànega	1
coloma	1
gossa	1
lleona	1
rata	1
mascle	1
femella	1
cama	1
mig	1
drama	1
verema	1
diadema	1
esma	1
quaresma	1
raticida	1
catarsi	1
profilaxi	1
el meu	1
la teva	1
els seus	1
meu	1
baixa	1
aquest	1
fill	1
mos	1
majestat	1
santedat	1
rap	1
desenvolupar	1
benvolgut	1
Les	1
ubiqüitat	1
anxova	1
plom	1
prim	1
pont	1
pretendent	1
cogombret	1
onada	1
ona	1
hereva	1
bodega	1
fredolic	1
bac	1
trapella	1
pacte	1
haver de	1
minyó	1
pa	1
gandul	1
fra	1
home	1
gai	1
penis	1
semen	1
valencià	1
catalanoparlant	1
amor	1
pubilla	1
bruna	1
congriar	1
singular	1
llibertat	1
arcades	1
encaix	1
Taula	1
ara	1
puixança	1
tió	1
Balaguer	1
argent	1
patrocini	1
reubicar	1
falç	1
selva	1
noi	1
cadet	1
nit	1
pagell	1
darreries	1
fins aviat	1
cara	1
bola	1
devesall	1
bloc	1
pagès	1
finar	1
pioc	1
Solana	1
polit	1
que	1
els	1
resguard	1
rosca	1
bé	1
molt bé	1
agrella	1
digui	1
gens	1
diana	1
rec	1
gaudir	1
estaca	1
fusta	1
ditxós	1
marxar	1
senyor	1
aeronàutic	1
cambrer	1
xarrada	1
bestia	1
bèstia	1
meiosi	1
mitjana	1
partidari	1
poruc	1
broca	1
lleixa	1
teler	1
concurrència	1
quin	1
abocament	1
tot plegat	1
principi	1
fosc	1
val	1
no	1
us	1
dolç	1
espant	1
van	1
patir	1
envolupant	1
nen	1
tiberi	1
poc	1
espasa	1
somiar	1
tio	1
estretor	1
molt	1
Formosa	1
raig	1
notícia	1
vivència	1
baieta	1
sucar	1
xatejar	1
inexpressiu	1
petxina	1
resseguir	1
perer	1
allioli	1
Peralada	1
dalt	1
molts	1
mala	1
majoria	1
intentar	1
a part	1
a banda de	1
garbí	1
manera	1
ment	1
entitat	1
ploraner	1
berenar	1
carrera	1
soc	1
garsa	1
ramat	1
lluç	1
