gleki	2
prami	2
klama	2
diklo	2
zbabu	2
ku'i	2
ca	2
cmalu	2
mutce	2
xukmi	2
mucti	2
plise	2
mlatu	2
sanji	2
krici	2
xo	2
zenba	2
ta'i	2
tilju	2
zdani	2
na	2
vecnu	2
tavla	1
zukte	1
pei	1
cmima	1
ciska	1
va	1
ta	1
cipra	1
ckini	1
ckunu	1
dikni	1
dilcu	1
mabla	1
dinju	1
dirce	1
blari'o	1
blanu	1
di'i	1
zei	1
je	1
fe	1
zbasu	1
zgike	1
goi	1
gi	1
cafne	1
du	1
cadzu	1
djuno	1
xlali	1
marna	1
xumske	1
kalci	1
karce	1
natfe	1
kukte	1
vorme	1
badna	1
cinta	1
cpina	1
vasru	1
ctebi	1
fanza	1
jarbu	1
jmina	1
jukpa	1
kisto	1
klaji	1
minra	1
snanu	1
kakne	1
jivna	1
lakne	1
xatra	1
xlura	1
jamna	1
simlu	1
burna	1
citsi	1
terai	1
girzu	1
bende	1
zvati	1
ma	1
da	1
va'o	1
gubni	1
cnino	1
vibna	1
pinji	1
cinynei	1
vidni	1
vidru	1
kensa	1
viknu	1
plibu	1
denmi	1
dukse	1
zajba	1
zalvi	1
zasni	1
tagji	1
talsa	1
tarbi	1
banli	1
dasni	1
tordu	1
titla	1
zmadu	1
jikru	1
kruji	1
jinvi	1
kliti	1
litki	1
dilnu	1
sobde	1
sombo	1
rismi	1
ganse	1
sarcu	1
sarji	1
kalri	1
ganlo	1
basti	1
bapli	1
cau	1
claxu	1
le	1
te	1
vau	1
doi	1
rivbi	1
ckasu	1
gunka	1
pacna	1
kargu	1
tadni	1
cabdei	1
lifri	1
nobli	1
balvi	1
purci	1
cabna	1
ckaji	1
sidju	1
cpare	1
crepu	1
go'i	1
darsi	1
ralte	1
jadni	1
kurki	1
kurfa	1
romge	1
pandi	1
pindi	1
be	1
bi	1
bo	1
bu	1
ce	1
co	1
ji	1
ju	1
ke	1
ki	1
lu	1
ne	1
ni	1
sa	1
se	1
si	1
su	1
to	1
xi	1
zo	1
noi	1
bai	1
sebai	1
sepi'o	1
toi	1
rinka	1
jimte	1
rinju	1
cu'u	1
ko	1
viska	1
jai	1
lojban	1
dirgo	1
dunda	1
pelxu	1
mi	1
ti	1
do	1
pendo	1
citka	1
xe klama	1
melbi	1
nanmu	1
ninmu	1
nixli	1
