Azul	5
azul	3
deg	3
izi	2
argaz	2
amzun	2
amek	2
ulac	2
ahat	2
mass	2
attan	2
tanemmirt	2
amcic	2
tamawin	2
nekk	2
ibki	1
s umata	1
sentem	1
abrid	1
yemma	1
udem	1
mi	1
akken	1
armi	1
fad	1
yal	1
tili	1
imetti	1
acemma	1
ddeqs	1
issuden	1
tizlatin	1
tizi	1
akken kan	1
massa	1
taghzi	1
d argaz	1
imi	1
zdat	1
xilla	1
waḥed	1
ser	1
tadist	1
inig	1
ssigh	1
tafat	1
zger	1
Ass	1
tafunast	1
tiqit	1
rnu	1
awi	1
azi	1
ddu	1
fru	1
asaru	1
haca	1
agris	1
amastan	1
aseflellay	1
dɣa	1
si	1
ala	1
tawada	1
azwel	1
tamusni	1
Aferdis	1
idurar	1
wayedh	1
iger	1
akud	1
weltma	1
tamurt	1
lhend	1
taddart	1
sedrem	1
yura	1
ruh	1
iteddu	1
ccek	1
yiwen	1
bib	1
els	1
akal	1
taduli	1
annar	1
ayur	1
sgunfu	1
tazeqqa	1
tamila	1
afud	1
aksum	1
ar	1
ameskan	1
amattar	1
zhar	1
tanila	1
isufar	1
hdar	1
Yennayer	1
aselmad	1
isekla	1
amnay	1
tametti	1
axeddim	1
zik	1
beddel	1
awal	1
iznan	1
aterras	1
ekker	1
tilelli	1
Abalmud	1
Izem	1
Aggur	1
