midden	172
eigenlijk	132
ruiken	31
werken	25
toch	24
hoeveel	20
door	19
voorstellen	19
gewoon	19
toen	18
zijn	17
even	17
nog	16
dan	16
inderdaad	16
terug	16
misschien	16
als	16
tegen	16
er	15
waar	15
twijfelen	15
de appel valt niet ver van de boom	15
elkaar	15
proberen	15
het	15
omdat	14
zoeken	14
gelijk	14
gezellig	14
ontvangen	13
aan	13
veel	13
maar	13
na	13
heen	13
zo	13
naar	13
van	13
voor	13
krijgen	13
trouwens	13
blijken	12
nooit	12
weg	12
zorgen	12
daarom	12
zin	12
al	12
aantal	12
op	12
dus	12
bekend	12
overigens	11
halen	11
kennis	11
allemaal	11
weten	11
daar	11
moet	11
met	11
bovendien	11
belang	11
bijvoorbeeld	11
huis	11
worden	11
wat	11
wel	10
eens	10
mee	10
leiden	10
alleen	10
echt	10
toestaan	10
staat	10
vervelend	10
blij	10
jurk	10
houden	10
man	10
soms	10
dag	10
nemen	10
druk	10
immers	10
jullie	10
iedereen	10
bewijzen	10
echter	10
laten	10
ik	10
dat	10
aankomen	10
ooit	10
wie	10
in	10
te	9
roepen	9
net	9
bedoeling	9
water	9
folder	9
vernielen	9
tijdens	9
moeten	9
af	9
pas	9
veilig	9
natuurlijk	9
heel	9
heet	9
zich	9
vader	9
mijn	9
staan	9
alles	9
vallen	9
voorbij	9
maken	9
vertellen	9
vertrouwen	9
uitvoeren	9
terwijl	9
goed	9
haar	9
anders	9
ook	9
zonder	9
bang	9
keer	9
over	9
sinds	9
laat	9
gek	9
afgelopen	9
bereiken	9
waarom	9
pers	8
kracht	8
binnen	8
zeker	8
voeren	8
uiteraard	8
vervangen	8
tellen	8
ontwikkelen	8
slenteren	8
klinken	8
blijven	8
doorgaan	8
fiets	8
koffie	8
vieren	8
oor	8
om	8
geluk	8
opnemen	8
ver	8
stad	8
kwijt	8
zullen	8
ongeveer	8
rok	8
vooral	8
wil	8
leuk	8
hebben	8
niet	8
hetzelfde	8
vinden	8
draaien	8
mensen	8
geld	8
avond	8
eten	8
die	8
lukken	8
meteen	8
bil	8
geven	8
gebruiken	8
stoppen	8
scheiden	8
uur	8
toe	8
samen	8
duidelijk	8
lang	8
auto	8
stuk	8
ruimte	8
onthouden	8
aanbieden	8
straat	8
vrouw	8
achter	8
genieten	8
je	8
morgen	8
plotseling	8
tot	8
volgens	8
kans	8
weer	8
lopen	8
opstaan	8
zoals	8
heerlijk	8
hoe gaat het	8
winkel	7
moed	7
meer	7
verdwijnen	7
nauwelijks	7
vanwege	7
lijken	7
bestaan	7
aandacht	7
terecht	7
gat	7
kijken	7
schuiven	7
spelen	7
denken	7
eigen	7
liggen	7
beleid	7
boven	7
gebied	7
vol	7
blik	7
moeite	7
opzij	7
vaag	7
omlaag	7
soort	7
werk	7
eeuw	7
vast	7
verder	7
afspraak	7
zien	7
ander	7
vaak	7
beschikbaar	7
behoorlijk	7
gesprek	7
opnieuw	7
ezel	7
land	7
moeder	7
tuin	7
omgeving	7
precies	7
wilde	7
lekker	7
last	7
slechts	7
alsof	7
varen	7
gezin	7
bijzonder	7
overtuigen	7
delen	7
jammer	7
leven	7
verdelen	7
rechts	7
moeilijk	7
iets	7
vooruit	7
bewaren	7
hemel	7
erg	7
nou	7
kunnen	7
wens	7
daarna	7
want	7
