που	6
ούτε	5
ευθεία	5
να	5
και	4
αμάξι	4
παρελθόν	3
θέα	3
σήμερα	3
μόλις	3
έρχομαι	3
στο	3
αίμα	3
προσοχή	3
με	2
διαφορετικός	2
υπάρχει	2
κατευθείαν	2
αλλεργικός	2
βγάζω	2
τάξη	2
αφού	2
μήπως	2
από	2
έτσι	2
καρδιά	2
ψάρι	2
παρακάτω	2
χώρος	2
ευκαιρία	2
αν	2
αφεντικό	2
κανείς	2
τέτοιος	2
ξεχνώ	2
περιεχόμενο	2
δεν	2
για	2
σπάνια	2
μα	2
αναφέρομαι	2
φυλακή	2
ενδιαφέρον	2
Θεός	2
χρειάζεται	2
βαρετό	2
Τετάρτη	2
περιοχή	2
του	2
συμβαίνει	2
ορεκτικά	2
φαγητό	2
χωρίς	2
θαρρώ	2
επιστρέφω	2
τα	2
σχεδόν	2
πόλη	2
χώρα	2
σημασία	2
τιμή	2
περίπτωση	2
φως	2
χάλι	2
ρούχα	2
καταφέρνω	2
στραβά	2
κυριολεκτικά	2
εξωτερικό	2
επίτηδες	2
ανά	2
Ελλάδα	2
απόλυτο	2
τρύπα	2
μέλλον	2
βιβλιοθήκη	2
δείπνο	2
γραφείο	2
πηγαίνω	2
χαρά	1
διάφορος	1
δάσος	1
υποχρεωμένος	1
χαιρετίζω	1
διάθεση	1
βαριέμαι	1
ντυμένος	1
έρημος	1
προϊόν	1
προϊόντα	1
όποτε	1
μέλος	1
ακόμα και	1
σορτς	1
διαρκώς	1
πλεονέκτημα	1
κεφάλαιο	1
άγρια	1
χαλαρός	1
συρτός	1
περιέργεια	1
πλησιάζω	1
ρωτώ	1
ανήσυχος	1
ετοιμάζομαι	1
σπουδαίος	1
ομίχλη	1
διάλεξη	1
καύσωνας	1
εμπρός	1
συγχρόνως	1
ήπιος	1
κουνούπι	1
αφότου	1
άγιος	1
κάρβουνο	1
διασχίζω	1
κάπως	1
υποθέτω	1
ιατρική	1
λερωμένος	1
ανιψιός	1
αντίθεση	1
ώσπου	1
βενζίνη	1
ώστε	1
ημερήσιος	1
ημερήσια	1
σκιά	1
νηστεία	1
μακάρι	1
καλάθι	1
ντροπαλός	1
βορβορώδης	1
ανήκω	1
ψυγείο	1
μελέτη	1
παιδιά	1
ηλιθιος	1
πείνα	1
λύση	1
προσελκύω	1
πια	1
εμάς	1
κιόλας	1
προέλευση	1
ταυτόχρονα	1
ιδρυτής	1
εκλογές	1
εθνικότητα	1
ούτε καν	1
ακόμη και αν	1
πάνω από	1
τυχαίος	1
τυχαίο	1
τυχαία	1
άνεργος	1
αμφιβάλλω	1
έντονος	1
πάνω κάτω	1
ενώ	1
αν και	1
είτε	1
άρα	1
ωστόσο	1
άμα	1
εάν	1
δηλαδή	1
καθώς	1
προτού	1
ας	1
όποιος	1
άκρη	1
σχεδιάζω	1
συνήθεια	1
ρήμα	1
πάθος	1
Ελληνικά	1
γνωριμία	1
καθρέφτης	1
σχετικός	1
σχετικά	1
ξύλινος	1
ξύλινο	1
μανάρι	1
θυρίδα	1
καμπάνα	1
λαδί	1
αντιμετωπίζω	1
αντιμετώπιση	1
πιστεύω	1
αρχίζω	1
θυμάμαι	1
γίνομαι	1
πάω	1
σκέφτομαι	1
υπάρχω	1
εγώ	1
δικαίωμα	1
ξεναγός	1
επαγγελματίας	1
επαγγελματικός	1
αερόστατο	1
κράτηση	1
σύστημα	1
χρεώνω	1
γεγονός	1
πορεία	1
πολύ	1
συνομιλία	1
